Table name,State,District,Area Name,Age-group,Birth place ,Total Persons,Total Males,Total Females,Rural Persons,Rural Males,Rural Females,Urban Persons,Urban Males,Urban Females
D0201A,07,090,North West,All ages,Rajasthan,"68,671","35,019","33,652","2,289","1,121","1,168","66,382","33,898","32,484"
D0201A,07,090,North West,All ages,Uttar Pradesh,"585,961","316,371","269,590","25,343","12,678","12,665","560,618","303,693","256,925"
D0201A,07,090,North West,All ages,Bihar,"280,907","164,997","115,910","14,874","8,684","6,190","266,033","156,313","109,720"
D0201A,07,090,North West,All ages,Sikkim,95,35,60,1,0,1,94,35,59
D0201A,07,090,North West,All ages,Arunachal Pradesh,110,58,52,2,0,2,108,58,50
D0201A,07,090,North West,All ages,Nagaland,165,105,60,3,2,1,162,103,59
D0201A,07,090,North West,All ages,Manipur,500,247,253,1,0,1,499,247,252
D0201A,07,090,North West,All ages,Mizoram,36,16,20,1,1,0,35,15,20
D0201A,07,090,North West,All ages,Tripura,138,72,66,6,3,3,132,69,63
D0201A,07,090,North West,All ages,Meghalaya,183,95,88,0,0,0,183,95,88
D0201A,07,090,North West,All ages,Assam,"3,600","1,746","1,854",205,100,105,"3,395","1,646","1,749"
D0201A,07,090,North West,All ages,West Bengal,"33,001","15,778","17,223","2,125","1,015","1,110","30,876","14,763","16,113"
D0201A,07,090,North West,All ages,Jharkhand,"11,166","5,867","5,299",460,231,229,"10,706","5,636","5,070"
D0201A,07,090,North West,All ages,Odisha,"4,482","2,420","2,062",194,103,91,"4,288","2,317","1,971"
D0201A,07,090,North West,All ages,Chhattisgarh,"2,163","1,032","1,131",148,76,72,"2,015",956,"1,059"
D0201A,07,090,North West,All ages,Madhya Pradesh,"32,181","16,157","16,024","3,153","1,573","1,580","29,028","14,584","14,444"
D0201A,07,090,North West,All ages,Gujarat,"5,295","2,262","3,033",69,37,32,"5,226","2,225","3,001"
D0201A,07,090,North West,All ages,Daman & Diu,2,0,2,0,0,0,2,0,2
D0201A,07,090,North West,All ages,Dadra & Nagar Haveli,5,2,3,0,0,0,5,2,3
D0201A,07,090,North West,All ages,Maharashtra,"9,002","3,707","5,295",432,205,227,"8,570","3,502","5,068"
D0201A,07,090,North West,All ages,Andhra Pradesh,"1,926",886,"1,040",62,32,30,"1,864",854,"1,010"
D0201A,07,090,North West,All ages,Karnataka,"1,207",546,661,30,13,17,"1,177",533,644
D0201A,07,090,North West,All ages,Goa,84,32,52,1,0,1,83,32,51
D0201A,07,090,North West,All ages,Lakshadweep,78,43,35,23,13,10,55,30,25
D0201A,07,090,North West,All ages,Kerala,"5,420","2,516","2,904",15,6,9,"5,405","2,510","2,895"
D0201A,07,090,North West,All ages,Tamil Nadu,"5,393","2,612","2,781",44,23,21,"5,349","2,589","2,760"
D0201A,07,090,North West,All ages,Puducherry,47,23,24,0,0,0,47,23,24
D0201A,07,090,North West,All ages,Andaman & Nicobar Islands,36,19,17,9,5,4,27,14,13
D0201A,07,090,North West,All ages,Born Outside India,"42,545","21,919","20,626",587,312,275,"41,958","21,607","20,351"
D0201A,07,090,North West,All ages,Unclassifiable,"4,029","2,200","1,829",504,283,221,"3,525","1,917","1,608"
D0201A,07,090,North West,0-4 years,Total Population,"307,414","164,111","143,303","19,871","10,882","8,989","287,543","153,229","134,314"
D0201A,07,090,North West,0-4 years,Born within India,"306,822","163,779","143,043","19,827","10,862","8,965","286,995","152,917","134,078"
D0201A,07,090,North West,0-4 years,Within the state of enumeration,"284,093","151,732","132,361","18,571","10,166","8,405","265,522","141,566","123,956"
D0201A,07,090,North West,0-4 years,Born in the place of enumeration,"274,720","146,841","127,879","18,091","9,922","8,169","256,629","136,919","119,710"
D0201A,07,090,North West,0-4 years,Born elsewhere in the district of enumeration,"9,373","4,891","4,482",480,244,236,"8,893","4,647","4,246"
D0201A,07,090,North West,0-4 years,Born in other districts of the state,0,0,0,0,0,0,0,0,0
D0201A,07,090,North West,0-4 years,States in India beyond the state of enumeration,"22,729","12,047","10,682","1,256",696,560,"21,473","11,351","10,122"
D0201A,07,090,North West,0-4 years,Jammu & Kashmir,65,37,28,1,0,1,64,37,27
D0201A,07,090,North West,0-4 years,Himachal Pradesh,155,94,61,4,4,0,151,90,61
D0201A,07,090,North West,0-4 years,Punjab,421,208,213,9,7,2,412,201,211
D0201A,07,090,North West,0-4 years,Chandigarh,39,21,18,0,0,0,39,21,18
D0201A,07,090,North West,0-4 years,Uttarakhand,354,188,166,12,7,5,342,181,161
D0201A,07,090,North West,0-4 years,Haryana,"1,815","1,022",793,105,67,38,"1,710",955,755
D0201A,07,090,North West,0-4 years,NCT of Delhi,0,0,0,0,0,0,0,0,0
D0201A,07,090,North West,0-4 years,Rajasthan,960,529,431,48,29,19,912,500,412
D0201A,07,090,North West,0-4 years,Uttar Pradesh,"9,365","4,919","4,446",501,273,228,"8,864","4,646","4,218"
D0201A,07,090,North West,0-4 years,Bihar,"6,801","3,579","3,222",415,217,198,"6,386","3,362","3,024"
D0201A,07,090,North West,0-4 years,Sikkim,4,3,1,0,0,0,4,3,1
D0201A,07,090,North West,0-4 years,Arunachal Pradesh,2,1,1,0,0,0,2,1,1
D0201A,07,090,North West,0-4 years,Nagaland,2,1,1,0,0,0,2,1,1
D0201A,07,090,North West,0-4 years,Manipur,8,4,4,0,0,0,8,4,4
D0201A,07,090,North West,0-4 years,Mizoram,0,0,0,0,0,0,0,0,0
D0201A,07,090,North West,0-4 years,Tripura,2,1,1,0,0,0,2,1,1
D0201A,07,090,North West,0-4 years,Meghalaya,1,1,0,0,0,0,1,1,0
D0201A,07,090,North West,0-4 years,Assam,75,40,35,10,7,3,65,33,32
D0201A,07,090,North West,0-4 years,West Bengal,620,329,291,25,14,11,595,315,280
D0201A,07,090,North West,0-4 years,Jharkhand,320,166,154,13,8,5,307,158,149
D0201A,07,090,North West,0-4 years,Odisha,123,66,57,5,3,2,118,63,55
D0201A,07,090,North West,0-4 years,Chhattisgarh,63,32,31,2,2,0,61,30,31
D0201A,07,090,North West,0-4 years,Madhya Pradesh,801,432,369,83,44,39,718,388,330
D0201A,07,090,North West,0-4 years,Gujarat,126,69,57,2,1,1,124,68,56
D0201A,07,090,North West,0-4 years,Daman & Diu,1,0,1,0,0,0,1,0,1
D0201A,07,090,North West,0-4 years,Dadra & Nagar Haveli,1,0,1,0,0,0,1,0,1
D0201A,07,090,North West,0-4 years,Maharashtra,264,139,125,15,10,5,249,129,120
D0201A,07,090,North West,0-4 years,Andhra Pradesh,67,36,31,0,0,0,67,36,31
D0201A,07,090,North West,0-4 years,Karnataka,60,31,29,1,0,1,59,31,28
D0201A,07,090,North West,0-4 years,Goa,2,1,1,0,0,0,2,1,1
D0201A,07,090,North West,0-4 years,Lakshadweep,4,3,1,1,1,0,3,2,1
D0201A,07,090,North West,0-4 years,Kerala,136,63,73,0,0,0,136,63,73
D0201A,07,090,North West,0-4 years,Tamil Nadu,70,32,38,4,2,2,66,30,36
D0201A,07,090,North West,0-4 years,Puducherry,2,0,2,0,0,0,2,0,2
D0201A,07,090,North West,0-4 years,Andaman & Nicobar Islands,0,0,0,0,0,0,0,0,0
D0201A,07,090,North West,0-4 years,Born Outside India,294,161,133,6,2,4,288,159,129
D0201A,07,090,North West,0-4 years,Unclassifiable,298,171,127,38,18,20,260,153,107
D0201A,07,090,North West,5-9 years,Total Population,"347,124","187,943","159,181","22,216","12,322","9,894","324,908","175,621","149,287"
D0201A,07,090,North West,5-9 years,Born within India,"346,300","187,519","158,781","22,124","12,274","9,850","324,176","175,245","148,931"
D0201A,07,090,North West,5-9 years,Within the state of enumeration,"304,806","164,794","140,012","19,570","10,845","8,725","285,236","153,949","131,287"
D0201A,07,090,North West,5-9 years,Born in the place of enumeration,"291,744","157,791","133,953","18,591","10,340","8,251","273,153","147,451","125,702"
D0201A,07,090,North West,5-9 years,Born elsewhere in the district of enumeration,"13,062","7,003","6,059",979,505,474,"12,083","6,498","5,585"
D0201A,07,090,North West,5-9 years,Born in other districts of the state,0,0,0,0,0,0,0,0,0
D0201A,07,090,North West,5-9 years,States in India beyond the state of enumeration,"41,494","22,725","18,769","2,554","1,429","1,125","38,940","21,296","17,644"
D0201A,07,090,North West,5-9 years,Jammu & Kashmir,100,53,47,1,1,0,99,52,47
D0201A,07,090,North West,5-9 years,Himachal Pradesh,268,155,113,19,13,6,249,142,107
D0201A,07,090,North West,5-9 years,Punjab,660,349,311,24,18,6,636,331,305
D0201A,07,090,North West,5-9 years,Chandigarh,70,40,30,1,1,0,69,39,30
D0201A,07,090,North West,5-9 years,Uttarakhand,724,448,276,32,23,9,692,425,267
D0201A,07,090,North West,5-9 years,Haryana,"3,544","2,015","1,529",247,143,104,"3,297","1,872","1,425"
D0201A,07,090,North West,5-9 years,NCT of Delhi,0,0,0,0,0,0,0,0,0
D0201A,07,090,North West,5-9 years,Rajasthan,"1,565",834,731,76,38,38,"1,489",796,693
D0201A,07,090,North West,5-9 years,Uttar Pradesh,"17,000","9,243","7,757",971,530,441,"16,029","8,713","7,316"
D0201A,07,090,North West,5-9 years,Bihar,"13,338","7,274","6,064",907,503,404,"12,431","6,771","5,660"
D0201A,07,090,North West,5-9 years,Sikkim,1,0,1,0,0,0,1,0,1
D0201A,07,090,North West,5-9 years,Arunachal Pradesh,2,1,1,0,0,0,2,1,1
D0201A,07,090,North West,5-9 years,Nagaland,3,2,1,0,0,0,3,2,1
D0201A,07,090,North West,5-9 years,Manipur,11,5,6,0,0,0,11,5,6
D0201A,07,090,North West,5-9 years,Mizoram,4,3,1,0,0,0,4,3,1
D0201A,07,090,North West,5-9 years,Tripura,3,0,3,0,0,0,3,0,3
D0201A,07,090,North West,5-9 years,Meghalaya,6,3,3,0,0,0,6,3,3
D0201A,07,090,North West,5-9 years,Assam,97,53,44,21,10,11,76,43,33
D0201A,07,090,North West,5-9 years,West Bengal,"1,136",616,520,46,30,16,"1,090",586,504
D0201A,07,090,North West,5-9 years,Jharkhand,400,215,185,22,10,12,378,205,173
D0201A,07,090,North West,5-9 years,Odisha,135,73,62,5,1,4,130,72,58
D0201A,07,090,North West,5-9 years,Chhattisgarh,77,37,40,0,0,0,77,37,40
D0201A,07,090,North West,5-9 years,Madhya Pradesh,"1,329",760,569,126,75,51,"1,203",685,518
D0201A,07,090,North West,5-9 years,Gujarat,183,101,82,0,0,0,183,101,82
D0201A,07,090,North West,5-9 years,Daman & Diu,0,0,0,0,0,0,0,0,0
D0201A,07,090,North West,5-9 years,Dadra & Nagar Haveli,2,1,1,0,0,0,2,1,1
D0201A,07,090,North West,5-9 years,Maharashtra,372,204,168,37,19,18,335,185,150
D0201A,07,090,North West,5-9 years,Andhra Pradesh,90,42,48,8,7,1,82,35,47
D0201A,07,090,North West,5-9 years,Karnataka,69,40,29,4,2,2,65,38,27
D0201A,07,090,North West,5-9 years,Goa,3,2,1,0,0,0,3,2,1
D0201A,07,090,North West,5-9 years,Lakshadweep,17,11,6,5,4,1,12,7,5
D0201A,07,090,North West,5-9 years,Kerala,171,81,90,0,0,0,171,81,90
D0201A,07,090,North West,5-9 years,Tamil Nadu,108,60,48,0,0,0,108,60,48
D0201A,07,090,North West,5-9 years,Puducherry,3,2,1,0,0,0,3,2,1
D0201A,07,090,North West,5-9 years,Andaman & Nicobar Islands,3,2,1,2,1,1,1,1,0
D0201A,07,090,North West,5-9 years,Born Outside India,327,166,161,10,2,8,317,164,153
D0201A,07,090,North West,5-9 years,Unclassifiable,497,258,239,82,46,36,415,212,203
D0201A,07,090,North West,10-14 years,Total Population,"375,025","204,688","170,337","24,398","13,363","11,035","350,627","191,325","159,302"
D0201A,07,090,North West,10-14 years,Born within India,"373,888","204,052","169,836","24,233","13,275","10,958","349,655","190,777","158,878"
D0201A,07,090,North West,10-14 years,Within the state of enumeration,"317,493","172,164","145,329","20,979","11,485","9,494","296,514","160,679","135,835"
D0201A,07,090,North West,10-14 years,Born in the place of enumeration,"301,316","163,653","137,663","19,440","10,711","8,729","281,876","152,942","128,934"
D0201A,07,090,North West,10-14 years,Born elsewhere in the district of enumeration,"16,177","8,511","7,666","1,539",774,765,"14,638","7,737","6,901"
D0201A,07,090,North West,10-14 years,Born in other districts of the state,0,0,0,0,0,0,0,0,0
D0201A,07,090,North West,10-14 years,States in India beyond the state of enumeration,"56,395","31,888","24,507","3,254","1,790","1,464","53,141","30,098","23,043"
D0201A,07,090,North West,10-14 years,Jammu & Kashmir,142,82,60,3,2,1,139,80,59
D0201A,07,090,North West,10-14 years,Himachal Pradesh,376,213,163,27,17,10,349,196,153
D0201A,07,090,North West,10-14 years,Punjab,938,534,404,27,16,11,911,518,393
D0201A,07,090,North West,10-14 years,Chandigarh,89,40,49,2,1,1,87,39,48
D0201A,07,090,North West,10-14 years,Uttarakhand,"1,049",589,460,46,20,26,"1,003",569,434
D0201A,07,090,North West,10-14 years,Haryana,"5,437","3,133","2,304",340,200,140,"5,097","2,933","2,164"
D0201A,07,090,North West,10-14 years,NCT of Delhi,0,0,0,0,0,0,0,0,0
D0201A,07,090,North West,10-14 years,Rajasthan,"2,226","1,233",993,141,81,60,"2,085","1,152",933
D0201A,07,090,North West,10-14 years,Uttar Pradesh,"23,978","13,504","10,474","1,327",716,611,"22,651","12,788","9,863"
D0201A,07,090,North West,10-14 years,Bihar,"16,976","9,724","7,252",986,546,440,"15,990","9,178","6,812"
D0201A,07,090,North West,10-14 years,Sikkim,5,2,3,0,0,0,5,2,3
D0201A,07,090,North West,10-14 years,Arunachal Pradesh,9,7,2,0,0,0,9,7,2
D0201A,07,090,North West,10-14 years,Nagaland,22,21,1,0,0,0,22,21,1
D0201A,07,090,North West,10-14 years,Manipur,16,8,8,0,0,0,16,8,8
D0201A,07,090,North West,10-14 years,Mizoram,2,2,0,1,1,0,1,1,0
D0201A,07,090,North West,10-14 years,Tripura,8,6,2,0,0,0,8,6,2
D0201A,07,090,North West,10-14 years,Meghalaya,5,3,2,0,0,0,5,3,2
D0201A,07,090,North West,10-14 years,Assam,191,106,85,17,7,10,174,99,75
D0201A,07,090,North West,10-14 years,West Bengal,"1,389",739,650,50,29,21,"1,339",710,629
D0201A,07,090,North West,10-14 years,Jharkhand,529,284,245,39,19,20,490,265,225
D0201A,07,090,North West,10-14 years,Odisha,152,83,69,8,6,2,144,77,67
D0201A,07,090,North West,10-14 years,Chhattisgarh,105,57,48,7,3,4,98,54,44
D0201A,07,090,North West,10-14 years,Madhya Pradesh,"1,584",875,709,158,88,70,"1,426",787,639
D0201A,07,090,North West,10-14 years,Gujarat,190,119,71,3,3,0,187,116,71
D0201A,07,090,North West,10-14 years,Daman & Diu,0,0,0,0,0,0,0,0,0
D0201A,07,090,North West,10-14 years,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0
D0201A,07,090,North West,10-14 years,Maharashtra,410,229,181,50,24,26,360,205,155
D0201A,07,090,North West,10-14 years,Andhra Pradesh,113,67,46,11,5,6,102,62,40
D0201A,07,090,North West,10-14 years,Karnataka,59,32,27,5,3,2,54,29,25
D0201A,07,090,North West,10-14 years,Goa,4,2,2,0,0,0,4,2,2
D0201A,07,090,North West,10-14 years,Lakshadweep,10,5,5,5,2,3,5,3,2
D0201A,07,090,North West,10-14 years,Kerala,245,117,128,0,0,0,245,117,128
D0201A,07,090,North West,10-14 years,Tamil Nadu,132,70,62,0,0,0,132,70,62
D0201A,07,090,North West,10-14 years,Puducherry,1,0,1,0,0,0,1,0,1
D0201A,07,090,North West,10-14 years,Andaman & Nicobar Islands,3,2,1,1,1,0,2,1,1
D0201A,07,090,North West,10-14 years,Born Outside India,421,237,184,11,8,3,410,229,181
D0201A,07,090,North West,10-14 years,Unclassifiable,716,399,317,154,80,74,562,319,243
D0201A,07,090,North West,15-24 years,Total Population,"757,971","417,570","340,401","46,502","25,774","20,728","711,469","391,796","319,673"
D0201A,07,090,North West,15-24 years,Born within India,"755,199","415,981","339,218","46,295","25,640","20,655","708,904","390,341","318,563"
D0201A,07,090,North West,15-24 years,Within the state of enumeration,"541,268","297,956","243,312","34,128","19,834","14,294","507,140","278,122","229,018"
D0201A,07,090,North West,15-24 years,Born in the place of enumeration,"510,046","282,533","227,513","31,071","18,583","12,488","478,975","263,950","215,025"
D0201A,07,090,North West,15-24 years,Born elsewhere in the district of enumeration,"31,222","15,423","15,799","3,057","1,251","1,806","28,165","14,172","13,993"
D0201A,07,090,North West,15-24 years,Born in other districts of the state,0,0,0,0,0,0,0,0,0
D0201A,07,090,North West,15-24 years,States in India beyond the state of enumeration,"213,931","118,025","95,906","12,167","5,806","6,361","201,764","112,219","89,545"
D0201A,07,090,North West,15-24 years,Jammu & Kashmir,487,268,219,13,6,7,474,262,212
D0201A,07,090,North West,15-24 years,Himachal Pradesh,"1,240",675,565,49,27,22,"1,191",648,543
D0201A,07,090,North West,15-24 years,Punjab,"4,467","2,245","2,222",96,43,53,"4,371","2,202","2,169"
D0201A,07,090,North West,15-24 years,Chandigarh,237,108,129,7,2,5,230,106,124
D0201A,07,090,North West,15-24 years,Uttarakhand,"4,022","2,127","1,895",154,73,81,"3,868","2,054","1,814"
D0201A,07,090,North West,15-24 years,Haryana,"26,197","11,103","15,094","2,469",457,"2,012","23,728","10,646","13,082"
D0201A,07,090,North West,15-24 years,NCT of Delhi,0,0,0,0,0,0,0,0,0
D0201A,07,090,North West,15-24 years,Rajasthan,"8,292","4,262","4,030",378,169,209,"7,914","4,093","3,821"
D0201A,07,090,North West,15-24 years,Uttar Pradesh,"95,264","53,535","41,729","4,700","2,478","2,222","90,564","51,057","39,507"
D0201A,07,090,North West,15-24 years,Bihar,"54,757","34,212","20,545","3,063","1,936","1,127","51,694","32,276","19,418"
D0201A,07,090,North West,15-24 years,Sikkim,15,5,10,0,0,0,15,5,10
D0201A,07,090,North West,15-24 years,Arunachal Pradesh,43,22,21,1,0,1,42,22,20
D0201A,07,090,North West,15-24 years,Nagaland,47,32,15,1,1,0,46,31,15
D0201A,07,090,North West,15-24 years,Manipur,157,80,77,0,0,0,157,80,77
D0201A,07,090,North West,15-24 years,Mizoram,5,3,2,0,0,0,5,3,2
D0201A,07,090,North West,15-24 years,Tripura,18,12,6,0,0,0,18,12,6
D0201A,07,090,North West,15-24 years,Meghalaya,29,18,11,0,0,0,29,18,11
D0201A,07,090,North West,15-24 years,Assam,776,408,368,45,24,21,731,384,347
D0201A,07,090,North West,15-24 years,West Bengal,"5,677","2,857","2,820",352,183,169,"5,325","2,674","2,651"
D0201A,07,090,North West,15-24 years,Jharkhand,"2,416","1,212","1,204",86,45,41,"2,330","1,167","1,163"
D0201A,07,090,North West,15-24 years,Odisha,664,358,306,36,19,17,628,339,289
D0201A,07,090,North West,15-24 years,Chhattisgarh,401,223,178,41,25,16,360,198,162
D0201A,07,090,North West,15-24 years,Madhya Pradesh,"5,271","2,730","2,541",602,274,328,"4,669","2,456","2,213"
D0201A,07,090,North West,15-24 years,Gujarat,711,303,408,15,11,4,696,292,404
D0201A,07,090,North West,15-24 years,Daman & Diu,0,0,0,0,0,0,0,0,0
D0201A,07,090,North West,15-24 years,Dadra & Nagar Haveli,2,1,1,0,0,0,2,1,1
D0201A,07,090,North West,15-24 years,Maharashtra,"1,175",542,633,51,28,23,"1,124",514,610
D0201A,07,090,North West,15-24 years,Andhra Pradesh,221,97,124,1,1,0,220,96,124
D0201A,07,090,North West,15-24 years,Karnataka,138,56,82,1,0,1,137,56,81
D0201A,07,090,North West,15-24 years,Goa,15,4,11,0,0,0,15,4,11
D0201A,07,090,North West,15-24 years,Lakshadweep,1,0,1,0,0,0,1,0,1
D0201A,07,090,North West,15-24 years,Kerala,740,291,449,1,0,1,739,291,448
D0201A,07,090,North West,15-24 years,Tamil Nadu,435,230,205,5,4,1,430,226,204
D0201A,07,090,North West,15-24 years,Puducherry,8,5,3,0,0,0,8,5,3
D0201A,07,090,North West,15-24 years,Andaman & Nicobar Islands,3,1,2,0,0,0,3,1,2
D0201A,07,090,North West,15-24 years,Born Outside India,"1,633",881,752,81,50,31,"1,552",831,721
D0201A,07,090,North West,15-24 years,Unclassifiable,"1,139",708,431,126,84,42,"1,013",624,389
D0201A,07,090,North West,25-34 years,Total Population,"651,009","341,959","309,050","35,862","18,725","17,137","615,147","323,234","291,913"
D0201A,07,090,North West,25-34 years,Born within India,"648,208","340,539","307,669","35,709","18,647","17,062","612,499","321,892","290,607"
D0201A,07,090,North West,25-34 years,Within the state of enumeration,"325,780","182,960","142,820","18,383","12,075","6,308","307,397","170,885","136,512"
D0201A,07,090,North West,25-34 years,Born in the place of enumeration,"301,916","174,074","127,842","15,185","11,579","3,606","286,731","162,495","124,236"
D0201A,07,090,North West,25-34 years,Born elsewhere in the district of enumeration,"23,864","8,886","14,978","3,198",496,"2,702","20,666","8,390","12,276"
D0201A,07,090,North West,25-34 years,Born in other districts of the state,0,0,0,0,0,0,0,0,0
D0201A,07,090,North West,25-34 years,States in India beyond the state of enumeration,"322,428","157,579","164,849","17,326","6,572","10,754","305,102","151,007","154,095"
D0201A,07,090,North West,25-34 years,Jammu & Kashmir,986,419,567,25,14,11,961,405,556
D0201A,07,090,North West,25-34 years,Himachal Pradesh,"2,348","1,059","1,289",74,27,47,"2,274","1,032","1,242"
D0201A,07,090,North West,25-34 years,Punjab,"9,737","4,443","5,294",224,122,102,"9,513","4,321","5,192"
D0201A,07,090,North West,25-34 years,Chandigarh,519,168,351,7,1,6,512,167,345
D0201A,07,090,North West,25-34 years,Uttarakhand,"8,170","3,751","4,419",268,119,149,"7,902","3,632","4,270"
D0201A,07,090,North West,25-34 years,Haryana,"46,419","16,638","29,781","4,898",552,"4,346","41,521","16,086","25,435"
D0201A,07,090,North West,25-34 years,NCT of Delhi,0,0,0,0,0,0,0,0,0
D0201A,07,090,North West,25-34 years,Rajasthan,"13,290","6,551","6,739",474,216,258,"12,816","6,335","6,481"
D0201A,07,090,North West,25-34 years,Uttar Pradesh,"135,797","69,197","66,600","5,916","2,753","3,163","129,881","66,444","63,437"
D0201A,07,090,North West,25-34 years,Bihar,"77,376","42,833","34,543","3,876","2,111","1,765","73,500","40,722","32,778"
D0201A,07,090,North West,25-34 years,Sikkim,29,9,20,1,0,1,28,9,19
D0201A,07,090,North West,25-34 years,Arunachal Pradesh,36,18,18,0,0,0,36,18,18
D0201A,07,090,North West,25-34 years,Nagaland,47,25,22,1,1,0,46,24,22
D0201A,07,090,North West,25-34 years,Manipur,188,88,100,1,0,1,187,88,99
D0201A,07,090,North West,25-34 years,Mizoram,12,2,10,0,0,0,12,2,10
D0201A,07,090,North West,25-34 years,Tripura,46,19,27,1,1,0,45,18,27
D0201A,07,090,North West,25-34 years,Meghalaya,55,29,26,0,0,0,55,29,26
D0201A,07,090,North West,25-34 years,Assam,953,424,529,49,22,27,904,402,502
D0201A,07,090,North West,25-34 years,West Bengal,"8,180","3,685","4,495",515,237,278,"7,665","3,448","4,217"
D0201A,07,090,North West,25-34 years,Jharkhand,"3,531","1,880","1,651",131,53,78,"3,400","1,827","1,573"
D0201A,07,090,North West,25-34 years,Odisha,"1,365",670,695,55,29,26,"1,310",641,669
D0201A,07,090,North West,25-34 years,Chhattisgarh,533,230,303,27,10,17,506,220,286
D0201A,07,090,North West,25-34 years,Madhya Pradesh,"7,353","3,450","3,903",633,277,356,"6,720","3,173","3,547"
D0201A,07,090,North West,25-34 years,Gujarat,"1,031",374,657,9,1,8,"1,022",373,649
D0201A,07,090,North West,25-34 years,Daman & Diu,0,0,0,0,0,0,0,0,0
D0201A,07,090,North West,25-34 years,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0
D0201A,07,090,North West,25-34 years,Maharashtra,"2,019",648,"1,371",106,19,87,"1,913",629,"1,284"
D0201A,07,090,North West,25-34 years,Andhra Pradesh,411,155,256,10,1,9,401,154,247
D0201A,07,090,North West,25-34 years,Karnataka,273,106,167,8,2,6,265,104,161
D0201A,07,090,North West,25-34 years,Goa,16,5,11,0,0,0,16,5,11
D0201A,07,090,North West,25-34 years,Lakshadweep,16,1,15,4,0,4,12,1,11
D0201A,07,090,North West,25-34 years,Kerala,874,323,551,3,0,3,871,323,548
D0201A,07,090,North West,25-34 years,Tamil Nadu,805,372,433,8,4,4,797,368,429
D0201A,07,090,North West,25-34 years,Puducherry,6,5,1,0,0,0,6,5,1
D0201A,07,090,North West,25-34 years,Andaman & Nicobar Islands,7,2,5,2,0,2,5,2,3
D0201A,07,090,North West,25-34 years,Born Outside India,"2,264","1,113","1,151",110,52,58,"2,154","1,061","1,093"
D0201A,07,090,North West,25-34 years,Unclassifiable,537,307,230,43,26,17,494,281,213
D0201A,07,090,North West,35-59 years,Total Population,"969,099","518,448","450,651","51,538","27,841","23,697","917,561","490,607","426,954"
D0201A,07,090,North West,35-59 years,Born within India,"964,554","516,082","448,472","51,286","27,712","23,574","913,268","488,370","424,898"
D0201A,07,090,North West,35-59 years,Within the state of enumeration,"373,587","205,957","167,630","23,470","16,033","7,437","350,117","189,924","160,193"
D0201A,07,090,North West,35-59 years,Born in the place of enumeration,"345,406","195,751","149,655","19,503","15,572","3,931","325,903","180,179","145,724"
D0201A,07,090,North West,35-59 years,Born elsewhere in the district of enumeration,"28,181","10,206","17,975","3,967",461,"3,506","24,214","9,745","14,469"
D0201A,07,090,North West,35-59 years,Born in other districts of the state,0,0,0,0,0,0,0,0,0
D0201A,07,090,North West,35-59 years,States in India beyond the state of enumeration,"590,967","310,125","280,842","27,816","11,679","16,137","563,151","298,446","264,705"
D0201A,07,090,North West,35-59 years,Jammu & Kashmir,"2,677","1,295","1,382",49,27,22,"2,628","1,268","1,360"
D0201A,07,090,North West,35-59 years,Himachal Pradesh,"6,748","3,511","3,237",147,80,67,"6,601","3,431","3,170"
D0201A,07,090,North West,35-59 years,Punjab,"26,851","12,708","14,143",316,162,154,"26,535","12,546","13,989"
D0201A,07,090,North West,35-59 years,Chandigarh,685,232,453,10,3,7,675,229,446
D0201A,07,090,North West,35-59 years,Uttarakhand,"17,608","9,248","8,360",504,263,241,"17,104","8,985","8,119"
D0201A,07,090,North West,35-59 years,Haryana,"106,486","45,084","61,402","7,795",988,"6,807","98,691","44,096","54,595"
D0201A,07,090,North West,35-59 years,NCT of Delhi,0,0,0,0,0,0,0,0,0
D0201A,07,090,North West,35-59 years,Rajasthan,"31,843","16,442","15,401",940,486,454,"30,903","15,956","14,947"
D0201A,07,090,North West,35-59 years,Uttar Pradesh,"250,265","137,784","112,481","10,091","5,131","4,960","240,174","132,653","107,521"
D0201A,07,090,North West,35-59 years,Bihar,"99,561","60,419","39,142","5,073","3,040","2,033","94,488","57,379","37,109"
D0201A,07,090,North West,35-59 years,Sikkim,36,15,21,0,0,0,36,15,21
D0201A,07,090,North West,35-59 years,Arunachal Pradesh,17,9,8,1,0,1,16,9,7
D0201A,07,090,North West,35-59 years,Nagaland,41,23,18,1,0,1,40,23,17
D0201A,07,090,North West,35-59 years,Manipur,113,57,56,0,0,0,113,57,56
D0201A,07,090,North West,35-59 years,Mizoram,10,5,5,0,0,0,10,5,5
D0201A,07,090,North West,35-59 years,Tripura,52,29,23,4,2,2,48,27,21
D0201A,07,090,North West,35-59 years,Meghalaya,77,37,40,0,0,0,77,37,40
D0201A,07,090,North West,35-59 years,Assam,"1,299",620,679,55,28,27,"1,244",592,652
D0201A,07,090,North West,35-59 years,West Bengal,"13,594","6,463","7,131",891,428,463,"12,703","6,035","6,668"
D0201A,07,090,North West,35-59 years,Jharkhand,"3,557","1,905","1,652",142,85,57,"3,415","1,820","1,595"
D0201A,07,090,North West,35-59 years,Odisha,"1,863","1,086",777,77,42,35,"1,786","1,044",742
D0201A,07,090,North West,35-59 years,Chhattisgarh,888,410,478,62,31,31,826,379,447
